"coord","year","month","cm","coord","year","month","dump","season"
"K13",2009,"Dec",107.5,"K13",2009,"Dec",1,2010
"K14",2009,"Dec",102.5,"K14",2009,"Dec",1,2010
"K15",2009,"Dec",110,"K15",2009,"Dec",1,2010
"K16",2009,"Dec",127.5,"K16",2009,"Dec",1,2010
"K17",2009,"Dec",177.5,"K17",2009,"Dec",2,2010
"K18",2009,"Dec",182.5,"K18",2009,"Dec",2,2010
"K19",2009,"Dec",190,"K19",2009,"Dec",2,2010
"K20",2009,"Dec",162.5,"K20",2009,"Dec",2,2010
"K21",2009,"Dec",167.5,"K21",2009,"Dec",2,2010
"K22",2009,"Dec",170,"K22",2009,"Dec",2,2010
"K23",2009,"Dec",165,"K23",2009,"Dec",2,2010
"K24",2009,"Dec",142.5,"K24",2009,"Dec",2,2010
"K25",2009,"Dec",110,"K25",2009,"Dec",1,2010
"K26",2009,"Dec",112.5,"K26",2009,"Dec",1,2010
"K27",2009,"Dec",125,"K27",2009,"Dec",1,2010
"K28",2009,"Dec",125,"K28",2009,"Dec",1,2010
"K29",2009,"Dec",132.5,"K29",2009,"Dec",1,2010
"K30",2009,"Dec",122.5,"K30",2009,"Dec",1,2010
"K31",2009,"Dec",117.5,"K31",2009,"Dec",1,2010
"K32",2009,"Dec",122.5,"K32",2009,"Dec",1,2010
"K34",2009,"Dec",0,"K34",2009,"Dec",0,2010
"K5",2009,"Dec",82.5,"K5",2009,"Dec",0,2010
"L10",2009,"Dec",102.5,"L10",2009,"Dec",1,2010
"L11",2009,"Dec",115,"L11",2009,"Dec",1,2010
"L12",2009,"Dec",122.5,"L12",2009,"Dec",1,2010
"L13",2009,"Dec",107.5,"L13",2009,"Dec",1,2010
"L14",2009,"Dec",117.5,"L14",2009,"Dec",1,2010
"L15",2009,"Dec",127.5,"L15",2009,"Dec",1,2010
"L16",2009,"Dec",112.5,"L16",2009,"Dec",1,2010
"L17",2009,"Dec",165,"L17",2009,"Dec",2,2010
"L18",2009,"Dec",187.5,"L18",2009,"Dec",2,2010
"L19",2009,"Dec",195,"L19",2009,"Dec",2,2010
"L20",2009,"Dec",165,"L20",2009,"Dec",2,2010
"L21",2009,"Dec",160,"L21",2009,"Dec",2,2010
"L22",2009,"Dec",165,"L22",2009,"Dec",2,2010
"L23",2009,"Dec",160,"L23",2009,"Dec",2,2010
"L24",2009,"Dec",165,"L24",2009,"Dec",2,2010
"L25",2009,"Dec",162.5,"L25",2009,"Dec",2,2010
"L26",2009,"Dec",120,"L26",2009,"Dec",1,2010
"L27",2009,"Dec",127.5,"L27",2009,"Dec",1,2010
"L28",2009,"Dec",107.5,"L28",2009,"Dec",1,2010
"L29",2009,"Dec",117.5,"L29",2009,"Dec",1,2010
"L30",2009,"Dec",112.5,"L30",2009,"Dec",1,2010
"L31",2009,"Dec",115,"L31",2009,"Dec",1,2010
"L32",2009,"Dec",100,"L32",2009,"Dec",2,2010
"L34",2009,"Dec",0,"L34",2009,"Dec",0,2010
"L4",2009,"Dec",92.5,"L4",2009,"Dec",0,2010
"L9",2009,"Dec",87.5,"L9",2009,"Dec",0,2010
"M10",2009,"Dec",102.5,"M10",2009,"Dec",1,2010
"M11",2009,"Dec",127.5,"M11",2009,"Dec",1,2010
"M12",2009,"Dec",127.5,"M12",2009,"Dec",1,2010
"M13",2009,"Dec",125,"M13",2009,"Dec",1,2010
"M14",2009,"Dec",122.5,"M14",2009,"Dec",1,2010
"M15",2009,"Dec",165,"M15",2009,"Dec",2,2010
"M16",2009,"Dec",167.5,"M16",2009,"Dec",2,2010
"M17",2009,"Dec",167.5,"M17",2009,"Dec",2,2010
"M18",2009,"Dec",172.5,"M18",2009,"Dec",2,2010
"M19",2009,"Dec",180,"M19",2009,"Dec",2,2010
"M20",2009,"Dec",167.5,"M20",2009,"Dec",2,2010
"M21",2009,"Dec",147.5,"M21",2009,"Dec",2,2010
"M22",2009,"Dec",147.5,"M22",2009,"Dec",2,2010
"M23",2009,"Dec",165,"M23",2009,"Dec",2,2010
"M24",2009,"Dec",160,"M24",2009,"Dec",2,2010
"M25",2009,"Dec",162.5,"M25",2009,"Dec",2,2010
"M26",2009,"Dec",115,"M26",2009,"Dec",1,2010
"M27",2009,"Dec",115,"M27",2009,"Dec",1,2010
"M28",2009,"Dec",107.5,"M28",2009,"Dec",1,2010
"M29",2009,"Dec",107.5,"M29",2009,"Dec",1,2010
"M3",2009,"Dec",92.5,"M3",2009,"Dec",0,2010
"M30",2009,"Dec",100,"M30",2009,"Dec",1,2010
"M32",2009,"Dec",100,"M32",2009,"Dec",2,2010
"M34",2009,"Dec",0,"M34",2009,"Dec",0,2010
"M8",2009,"Dec",102.5,"M8",2009,"Dec",1,2010
"M9",2009,"Dec",102.5,"M9",2009,"Dec",1,2010
"N10",2009,"Dec",120,"N10",2009,"Dec",1,2010
"N11",2009,"Dec",125,"N11",2009,"Dec",1,2010
"N12",2009,"Dec",120,"N12",2009,"Dec",1,2010
"N13",2009,"Dec",120,"N13",2009,"Dec",1,2010
"N14",2009,"Dec",160,"N14",2009,"Dec",2,2010
"N15",2009,"Dec",165,"N15",2009,"Dec",2,2010
"N16",2009,"Dec",160,"N16",2009,"Dec",2,2010
"N17",2009,"Dec",172.5,"N17",2009,"Dec",2,2010
"N18",2009,"Dec",177.5,"N18",2009,"Dec",2,2010
"N19",2009,"Dec",167.5,"N19",2009,"Dec",2,2010
"N2",2009,"Dec",82.5,"N2",2009,"Dec",0,2010
"N20",2009,"Dec",170,"N20",2009,"Dec",2,2010
"N21",2009,"Dec",172.5,"N21",2009,"Dec",2,2010
"N22",2009,"Dec",167.5,"N22",2009,"Dec",2,2010
"N23",2009,"Dec",162.5,"N23",2009,"Dec",2,2010
"N24",2009,"Dec",150,"N24",2009,"Dec",2,2010
"N25",2009,"Dec",115,"N25",2009,"Dec",1,2010
"N26",2009,"Dec",110,"N26",2009,"Dec",1,2010
"N27",2009,"Dec",115,"N27",2009,"Dec",1,2010
"N28",2009,"Dec",110,"N28",2009,"Dec",0,2010
"N29",2009,"Dec",107.5,"N29",2009,"Dec",1,2010
"N3",2009,"Dec",87.5,"N3",2009,"Dec",0,2010
"N34",2009,"Dec",0,"N34",2009,"Dec",0,2010
"N8",2009,"Dec",117.5,"N8",2009,"Dec",1,2010
"N9",2009,"Dec",102.5,"N9",2009,"Dec",1,2010
"O10",2009,"Dec",120,"O10",2009,"Dec",1,2010
"O11",2009,"Dec",115,"O11",2009,"Dec",1,2010
"O12",2009,"Dec",120,"O12",2009,"Dec",1,2010
"O13",2009,"Dec",125,"O13",2009,"Dec",1,2010
"O14",2009,"Dec",122.5,"O14",2009,"Dec",1,2010
"O15",2009,"Dec",160,"O15",2009,"Dec",2,2010
"O16",2009,"Dec",165,"O16",2009,"Dec",2,2010
"O17",2009,"Dec",177.5,"O17",2009,"Dec",2,2010
"O19",2009,"Dec",177.5,"O19",2009,"Dec",2,2010
"O2",2009,"Dec",82.5,"O2",2009,"Dec",0,2010
"O20",2009,"Dec",170,"O20",2009,"Dec",2,2010
"O21",2009,"Dec",122.5,"O21",2009,"Dec",1,2010
"O22",2009,"Dec",122.5,"O22",2009,"Dec",1,2010
"O23",2009,"Dec",112.5,"O23",2009,"Dec",1,2010
"O24",2009,"Dec",120,"O24",2009,"Dec",1,2010
"O26",2009,"Dec",115,"O26",2009,"Dec",1,2010
"O27",2009,"Dec",102.5,"O27",2009,"Dec",0,2010
"O28",2009,"Dec",117.5,"O28",2009,"Dec",2,2010
"O29",2009,"Dec",100,"O29",2009,"Dec",1,2010
"O34",2009,"Dec",0,"O34",2009,"Dec",0,2010
"O8",2009,"Dec",105,"O8",2009,"Dec",0,2010
"O9",2009,"Dec",120,"O9",2009,"Dec",1,2010
"P10",2009,"Dec",120,"P10",2009,"Dec",1,2010
"P11",2009,"Dec",120,"P11",2009,"Dec",1,2010
"P12",2009,"Dec",115,"P12",2009,"Dec",1,2010
"P13",2009,"Dec",120,"P13",2009,"Dec",1,2010
"P14",2009,"Dec",130,"P14",2009,"Dec",1,2010
"P15",2009,"Dec",167.5,"P15",2009,"Dec",2,2010
"P16",2009,"Dec",157.5,"P16",2009,"Dec",2,2010
"P19",2009,"Dec",182.5,"P19",2009,"Dec",2,2010
"P20",2009,"Dec",127.5,"P20",2009,"Dec",1,2010
"P21",2009,"Dec",117.5,"P21",2009,"Dec",1,2010
"P22",2009,"Dec",107.5,"P22",2009,"Dec",0,2010
"P23",2009,"Dec",102.5,"P23",2009,"Dec",0,2010
"P24",2009,"Dec",102.5,"P24",2009,"Dec",1,2010
"P27",2009,"Dec",102.5,"P27",2009,"Dec",0,2010
"P34",2009,"Dec",0,"P34",2009,"Dec",0,2010
"P7",2009,"Dec",92.5,"P7",2009,"Dec",0,2010
"P8",2009,"Dec",105,"P8",2009,"Dec",0,2010
"P9",2009,"Dec",125,"P9",2009,"Dec",1,2010
"Q10",2009,"Dec",127.5,"Q10",2009,"Dec",1,2010
"Q11",2009,"Dec",122.5,"Q11",2009,"Dec",1,2010
"Q12",2009,"Dec",102.5,"Q12",2009,"Dec",1,2010
"Q13",2009,"Dec",92.5,"Q13",2009,"Dec",0,2010
"Q14",2009,"Dec",100,"Q14",2009,"Dec",1,2010
"Q15",2009,"Dec",157.5,"Q15",2009,"Dec",2,2010
"Q19",2009,"Dec",127.5,"Q19",2009,"Dec",1,2010
"Q20",2009,"Dec",102.5,"Q20",2009,"Dec",0,2010
"Q21",2009,"Dec",87.5,"Q21",2009,"Dec",0,2010
"Q22",2009,"Dec",82.5,"Q22",2009,"Dec",0,2010
"Q23",2009,"Dec",82.5,"Q23",2009,"Dec",0,2010
"Q34",2009,"Dec",0,"Q34",2009,"Dec",0,2010
"Q7",2009,"Dec",112.5,"Q7",2009,"Dec",0,2010
"Q8",2009,"Dec",127.5,"Q8",2009,"Dec",1,2010
"Q9",2009,"Dec",135,"Q9",2009,"Dec",1,2010
"R10",2009,"Dec",140,"R10",2009,"Dec",1,2010
"R11",2009,"Dec",110,"R11",2009,"Dec",1,2010
"R12",2009,"Dec",100,"R12",2009,"Dec",1,2010
"R13",2009,"Dec",87.5,"R13",2009,"Dec",0,2010
"R14",2009,"Dec",137.5,"R14",2009,"Dec",2,2010
"R15",2009,"Dec",137.5,"R15",2009,"Dec",2,2010
"R16",2009,"Dec",152.5,"R16",2009,"Dec",2,2010
"R20",2009,"Dec",77.5,"R20",2009,"Dec",0,2010
"R22",2009,"Dec",70,"R22",2009,"Dec",0,2010
"R23",2009,"Dec",82.5,"R23",2009,"Dec",0,2010
"R34",2009,"Dec",0,"R34",2009,"Dec",0,2010
"R7",2009,"Dec",157.5,"R7",2009,"Dec",1,2010
"R8",2009,"Dec",142.5,"R8",2009,"Dec",1,2010
"R9",2009,"Dec",147.5,"R9",2009,"Dec",1,2010
"S10",2009,"Dec",155,"S10",2009,"Dec",1,2010
"S11",2009,"Dec",105,"S11",2009,"Dec",1,2010
"S12",2009,"Dec",100,"S12",2009,"Dec",1,2010
"S13",2009,"Dec",97.5,"S13",2009,"Dec",1,2010
"S14",2009,"Dec",130,"S14",2009,"Dec",2,2010
"S15",2009,"Dec",145,"S15",2009,"Dec",2,2010
"S22",2009,"Dec",50,"S22",2009,"Dec",0,2010
"S34",2009,"Dec",0,"S34",2009,"Dec",0,2010
"S8",2009,"Dec",142.5,"S8",2009,"Dec",1,2010
"S9",2009,"Dec",147.5,"S9",2009,"Dec",1,2010
"T10",2009,"Dec",137.5,"T10",2009,"Dec",1,2010
"T11",2009,"Dec",105,"T11",2009,"Dec",1,2010
"T14",2009,"Dec",135,"T14",2009,"Dec",2,2010
"T34",2009,"Dec",0,"T34",2009,"Dec",0,2010
"T9",2009,"Dec",137.5,"T9",2009,"Dec",1,2010
"U34",2009,"Dec",0,"U34",2009,"Dec",0,2010
"V34",2009,"Dec",0,"V34",2009,"Dec",0,2010
"A34",2010,"Dec",0,"A34",2010,"Dec",0,2011
"B34",2010,"Dec",0,"B34",2010,"Dec",0,2011
"C34",2010,"Dec",0,"C34",2010,"Dec",0,2011
"D34",2010,"Dec",0,"D34",2010,"Dec",0,2011
"E10",2010,"Dec",55,"E10",2010,"Dec",0,2011
"E24",2010,"Dec",97.5,"E24",2010,"Dec",0,2011
"E25",2010,"Dec",92.5,"E25",2010,"Dec",0,2011
"E26",2010,"Dec",85,"E26",2010,"Dec",0,2011
"E34",2010,"Dec",0,"E34",2010,"Dec",0,2011
"E8",2010,"Dec",55,"E8",2010,"Dec",0,2011
"E9",2010,"Dec",55,"E9",2010,"Dec",0,2011
"F10",2010,"Dec",55,"F10",2010,"Dec",0,2011
"F11",2010,"Dec",55,"F11",2010,"Dec",0,2011
"F22",2010,"Dec",117.5,"F22",2010,"Dec",0,2011
"F23",2010,"Dec",105,"F23",2010,"Dec",0,2011
"F24",2010,"Dec",107.5,"F24",2010,"Dec",0,2011
"F25",2010,"Dec",90,"F25",2010,"Dec",0,2011
"F26",2010,"Dec",90,"F26",2010,"Dec",0,2011
"F34",2010,"Dec",0,"F34",2010,"Dec",0,2011
"F9",2010,"Dec",55,"F9",2010,"Dec",0,2011
"G10",2010,"Dec",55,"G10",2010,"Dec",0,2011
"G20",2010,"Dec",115,"G20",2010,"Dec",0,2011
"G21",2010,"Dec",120,"G21",2010,"Dec",0,2011
"G22",2010,"Dec",122.5,"G22",2010,"Dec",0,2011
"G23",2010,"Dec",112.5,"G23",2010,"Dec",0,2011
"G24",2010,"Dec",112.5,"G24",2010,"Dec",0,2011
"G25",2010,"Dec",85,"G25",2010,"Dec",0,2011
"G26",2010,"Dec",85,"G26",2010,"Dec",0,2011
"G34",2010,"Dec",0,"G34",2010,"Dec",0,2011
"G8",2010,"Dec",55,"G8",2010,"Dec",0,2011
"G9",2010,"Dec",55,"G9",2010,"Dec",0,2011
"H18",2010,"Dec",117.5,"H18",2010,"Dec",0,2011
"H19",2010,"Dec",115,"H19",2010,"Dec",0,2011
"H20",2010,"Dec",115,"H20",2010,"Dec",0,2011
"H21",2010,"Dec",122.5,"H21",2010,"Dec",0,2011
"H22",2010,"Dec",115,"H22",2010,"Dec",0,2011
"H23",2010,"Dec",97.5,"H23",2010,"Dec",0,2011
"H24",2010,"Dec",92.5,"H24",2010,"Dec",0,2011
"H25",2010,"Dec",85,"H25",2010,"Dec",0,2011
"H26",2010,"Dec",85,"H26",2010,"Dec",0,2011
"H34",2010,"Dec",0,"H34",2010,"Dec",0,2011
"H7",2010,"Dec",72.5,"H7",2010,"Dec",0,2011
"H8",2010,"Dec",55,"H8",2010,"Dec",0,2011
"H9",2010,"Dec",55,"H9",2010,"Dec",0,2011
"I15",2010,"Dec",80,"I15",2010,"Dec",0,2011
"I16",2010,"Dec",90,"I16",2010,"Dec",0,2011
"I17",2010,"Dec",110,"I17",2010,"Dec",0,2011
"I19",2010,"Dec",135,"I19",2010,"Dec",0,2011
"I20",2010,"Dec",110,"I20",2010,"Dec",0,2011
"I21",2010,"Dec",110,"I21",2010,"Dec",0,2011
"I22",2010,"Dec",102.5,"I22",2010,"Dec",0,2011
"I23",2010,"Dec",97.5,"I23",2010,"Dec",0,2011
"I24",2010,"Dec",85,"I24",2010,"Dec",0,2011
"I25",2010,"Dec",85,"I25",2010,"Dec",0,2011
"I26",2010,"Dec",85,"I26",2010,"Dec",0,2011
"I27",2010,"Dec",90,"I27",2010,"Dec",0,2011
"I28",2010,"Dec",90,"I28",2010,"Dec",0,2011
"I34",2010,"Dec",0,"I34",2010,"Dec",0,2011
"I6",2010,"Dec",72.5,"I6",2010,"Dec",0,2011
"I7",2010,"Dec",80,"I7",2010,"Dec",0,2011
"J13",2010,"Dec",75,"J13",2010,"Dec",0,2011
"J14",2010,"Dec",75,"J14",2010,"Dec",0,2011
"J15",2010,"Dec",87.5,"J15",2010,"Dec",0,2011
"J16",2010,"Dec",95,"J16",2010,"Dec",0,2011
"J17",2010,"Dec",110,"J17",2010,"Dec",0,2011
"J18",2010,"Dec",110,"J18",2010,"Dec",0,2011
"J19",2010,"Dec",110,"J19",2010,"Dec",0,2011
"J20",2010,"Dec",110,"J20",2010,"Dec",0,2011
"J21",2010,"Dec",95,"J21",2010,"Dec",0,2011
"J22",2010,"Dec",97.5,"J22",2010,"Dec",0,2011
"J23",2010,"Dec",87.5,"J23",2010,"Dec",0,2011
"J24",2010,"Dec",85,"J24",2010,"Dec",0,2011
"J25",2010,"Dec",90,"J25",2010,"Dec",0,2011
"J26",2010,"Dec",90,"J26",2010,"Dec",0,2011
"J27",2010,"Dec",95,"J27",2010,"Dec",0,2011
"J28",2010,"Dec",97.5,"J28",2010,"Dec",0,2011
"J29",2010,"Dec",107.5,"J29",2010,"Dec",0,2011
"J32",2010,"Dec",92.5,"J32",2010,"Dec",0,2011
"J34",2010,"Dec",0,"J34",2010,"Dec",0,2011
"J5",2010,"Dec",67.5,"J5",2010,"Dec",0,2011
"J6",2010,"Dec",67.5,"J6",2010,"Dec",0,2011
"K11",2010,"Dec",102.5,"K11",2010,"Dec",0,2011
"K12",2010,"Dec",95,"K12",2010,"Dec",0,2011
"K13",2010,"Dec",87.5,"K13",2010,"Dec",0,2011
"K14",2010,"Dec",92.5,"K14",2010,"Dec",0,2011
"K15",2010,"Dec",100,"K15",2010,"Dec",0,2011
"K16",2010,"Dec",95,"K16",2010,"Dec",0,2011
"K17",2010,"Dec",102.5,"K17",2010,"Dec",0,2011
"K18",2010,"Dec",110,"K18",2010,"Dec",0,2011
"K19",2010,"Dec",110,"K19",2010,"Dec",0,2011
"K20",2010,"Dec",95,"K20",2010,"Dec",0,2011
"K21",2010,"Dec",95,"K21",2010,"Dec",0,2011
"K22",2010,"Dec",92.5,"K22",2010,"Dec",0,2011
"K23",2010,"Dec",70,"K23",2010,"Dec",0,2011
"K24",2010,"Dec",80,"K24",2010,"Dec",0,2011
"K25",2010,"Dec",87.5,"K25",2010,"Dec",0,2011
"K26",2010,"Dec",82.5,"K26",2010,"Dec",0,2011
"K27",2010,"Dec",97.5,"K27",2010,"Dec",0,2011
"K28",2010,"Dec",100,"K28",2010,"Dec",0,2011
"K29",2010,"Dec",110,"K29",2010,"Dec",0,2011
"K30",2010,"Dec",110,"K30",2010,"Dec",0,2011
"K31",2010,"Dec",92.5,"K31",2010,"Dec",0,2011
"K32",2010,"Dec",92.5,"K32",2010,"Dec",0,2011
"K34",2010,"Dec",0,"K34",2010,"Dec",0,2011
"K5",2010,"Dec",75,"K5",2010,"Dec",0,2011
"L10",2010,"Dec",105,"L10",2010,"Dec",0,2011
"L11",2010,"Dec",110,"L11",2010,"Dec",0,2011
"L12",2010,"Dec",102.5,"L12",2010,"Dec",0,2011
"L13",2010,"Dec",95,"L13",2010,"Dec",0,2011
"L14",2010,"Dec",92.5,"L14",2010,"Dec",0,2011
"L15",2010,"Dec",105,"L15",2010,"Dec",0,2011
"L16",2010,"Dec",100,"L16",2010,"Dec",0,2011
"L17",2010,"Dec",100,"L17",2010,"Dec",0,2011
"L18",2010,"Dec",100,"L18",2010,"Dec",0,2011
"L19",2010,"Dec",115,"L19",2010,"Dec",0,2011
"L20",2010,"Dec",120,"L20",2010,"Dec",0,2011
"L21",2010,"Dec",102.5,"L21",2010,"Dec",0,2011
"L22",2010,"Dec",100,"L22",2010,"Dec",0,2011
"L23",2010,"Dec",100,"L23",2010,"Dec",0,2011
"L24",2010,"Dec",100,"L24",2010,"Dec",0,2011
"L25",2010,"Dec",80,"L25",2010,"Dec",0,2011
"L26",2010,"Dec",92.5,"L26",2010,"Dec",0,2011
"L27",2010,"Dec",100,"L27",2010,"Dec",0,2011
"L28",2010,"Dec",100,"L28",2010,"Dec",0,2011
"L29",2010,"Dec",97.5,"L29",2010,"Dec",0,2011
"L30",2010,"Dec",100,"L30",2010,"Dec",0,2011
"L31",2010,"Dec",85,"L31",2010,"Dec",0,2011
"L32",2010,"Dec",92.5,"L32",2010,"Dec",0,2011
"L34",2010,"Dec",0,"L34",2010,"Dec",0,2011
"L4",2010,"Dec",90,"L4",2010,"Dec",0,2011
"L9",2010,"Dec",100,"L9",2010,"Dec",0,2011
"M10",2010,"Dec",100,"M10",2010,"Dec",0,2011
"M11",2010,"Dec",105,"M11",2010,"Dec",0,2011
"M12",2010,"Dec",112.5,"M12",2010,"Dec",0,2011
"M13",2010,"Dec",105,"M13",2010,"Dec",0,2011
"M14",2010,"Dec",102.5,"M14",2010,"Dec",0,2011
"M15",2010,"Dec",110,"M15",2010,"Dec",0,2011
"M16",2010,"Dec",105,"M16",2010,"Dec",0,2011
"M17",2010,"Dec",122.5,"M17",2010,"Dec",0,2011
"M18",2010,"Dec",130,"M18",2010,"Dec",0,2011
"M19",2010,"Dec",132.5,"M19",2010,"Dec",0,2011
"M20",2010,"Dec",117.5,"M20",2010,"Dec",0,2011
"M21",2010,"Dec",105,"M21",2010,"Dec",0,2011
"M22",2010,"Dec",105,"M22",2010,"Dec",0,2011
"M23",2010,"Dec",105,"M23",2010,"Dec",0,2011
"M24",2010,"Dec",90,"M24",2010,"Dec",0,2011
"M25",2010,"Dec",90,"M25",2010,"Dec",0,2011
"M26",2010,"Dec",100,"M26",2010,"Dec",0,2011
"M27",2010,"Dec",107.5,"M27",2010,"Dec",0,2011
"M28",2010,"Dec",92.5,"M28",2010,"Dec",0,2011
"M29",2010,"Dec",80,"M29",2010,"Dec",0,2011
"M3",2010,"Dec",80,"M3",2010,"Dec",0,2011
"M30",2010,"Dec",80,"M30",2010,"Dec",0,2011
"M32",2010,"Dec",87.5,"M32",2010,"Dec",0,2011
"M34",2010,"Dec",0,"M34",2010,"Dec",0,2011
"M8",2010,"Dec",95,"M8",2010,"Dec",0,2011
"M9",2010,"Dec",95,"M9",2010,"Dec",0,2011
"N10",2010,"Dec",100,"N10",2010,"Dec",0,2011
"N11",2010,"Dec",102.5,"N11",2010,"Dec",0,2011
"N12",2010,"Dec",105,"N12",2010,"Dec",0,2011
"N13",2010,"Dec",105,"N13",2010,"Dec",0,2011
"N14",2010,"Dec",97.5,"N14",2010,"Dec",0,2011
"N15",2010,"Dec",102.5,"N15",2010,"Dec",0,2011
"N16",2010,"Dec",122.5,"N16",2010,"Dec",0,2011
"N17",2010,"Dec",132.5,"N17",2010,"Dec",0,2011
"N18",2010,"Dec",125,"N18",2010,"Dec",0,2011
"N19",2010,"Dec",120,"N19",2010,"Dec",0,2011
"N2",2010,"Dec",72.5,"N2",2010,"Dec",0,2011
"N20",2010,"Dec",105,"N20",2010,"Dec",0,2011
"N21",2010,"Dec",105,"N21",2010,"Dec",0,2011
"N22",2010,"Dec",100,"N22",2010,"Dec",0,2011
"N23",2010,"Dec",110,"N23",2010,"Dec",0,2011
"N24",2010,"Dec",90,"N24",2010,"Dec",0,2011
"N25",2010,"Dec",95,"N25",2010,"Dec",0,2011
"N26",2010,"Dec",100,"N26",2010,"Dec",0,2011
"N27",2010,"Dec",100,"N27",2010,"Dec",0,2011
"N28",2010,"Dec",80,"N28",2010,"Dec",0,2011
"N29",2010,"Dec",82.5,"N29",2010,"Dec",0,2011
"N3",2010,"Dec",80,"N3",2010,"Dec",0,2011
"N34",2010,"Dec",0,"N34",2010,"Dec",0,2011
"N8",2010,"Dec",85,"N8",2010,"Dec",0,2011
"N9",2010,"Dec",95,"N9",2010,"Dec",0,2011
"O10",2010,"Dec",82.5,"O10",2010,"Dec",0,2011
"O11",2010,"Dec",102.5,"O11",2010,"Dec",0,2011
"O12",2010,"Dec",107.5,"O12",2010,"Dec",0,2011
"O13",2010,"Dec",112.5,"O13",2010,"Dec",0,2011
"O14",2010,"Dec",100,"O14",2010,"Dec",0,2011
"O15",2010,"Dec",122.5,"O15",2010,"Dec",0,2011
"O16",2010,"Dec",127.5,"O16",2010,"Dec",0,2011
"O17",2010,"Dec",140,"O17",2010,"Dec",0,2011
"O19",2010,"Dec",122.5,"O19",2010,"Dec",0,2011
"O2",2010,"Dec",77.5,"O2",2010,"Dec",0,2011
"O20",2010,"Dec",100,"O20",2010,"Dec",0,2011
"O21",2010,"Dec",90,"O21",2010,"Dec",0,2011
"O22",2010,"Dec",85,"O22",2010,"Dec",0,2011
"O23",2010,"Dec",85,"O23",2010,"Dec",0,2011
"O24",2010,"Dec",95,"O24",2010,"Dec",0,2011
"O26",2010,"Dec",110,"O26",2010,"Dec",0,2011
"O27",2010,"Dec",110,"O27",2010,"Dec",0,2011
"O28",2010,"Dec",77.5,"O28",2010,"Dec",0,2011
"O29",2010,"Dec",77.5,"O29",2010,"Dec",0,2011
"O34",2010,"Dec",0,"O34",2010,"Dec",0,2011
"O8",2010,"Dec",82.5,"O8",2010,"Dec",0,2011
"O9",2010,"Dec",77.5,"O9",2010,"Dec",0,2011
"P10",2010,"Dec",75,"P10",2010,"Dec",0,2011
"P11",2010,"Dec",77.5,"P11",2010,"Dec",0,2011
"P12",2010,"Dec",95,"P12",2010,"Dec",0,2011
"P13",2010,"Dec",87.5,"P13",2010,"Dec",0,2011
"P14",2010,"Dec",107.5,"P14",2010,"Dec",0,2011
"P15",2010,"Dec",117.5,"P15",2010,"Dec",0,2011
"P16",2010,"Dec",115,"P16",2010,"Dec",0,2011
"P19",2010,"Dec",120,"P19",2010,"Dec",0,2011
"P20",2010,"Dec",95,"P20",2010,"Dec",0,2011
"P21",2010,"Dec",97.5,"P21",2010,"Dec",0,2011
"P22",2010,"Dec",82.5,"P22",2010,"Dec",0,2011
"P23",2010,"Dec",70,"P23",2010,"Dec",0,2011
"P24",2010,"Dec",75,"P24",2010,"Dec",0,2011
"P27",2010,"Dec",90,"P27",2010,"Dec",0,2011
"P34",2010,"Dec",0,"P34",2010,"Dec",0,2011
"P7",2010,"Dec",87.5,"P7",2010,"Dec",0,2011
"P8",2010,"Dec",95,"P8",2010,"Dec",0,2011
"P9",2010,"Dec",87.5,"P9",2010,"Dec",0,2011
"Q10",2010,"Dec",72.5,"Q10",2010,"Dec",0,2011
"Q11",2010,"Dec",72.5,"Q11",2010,"Dec",0,2011
"Q12",2010,"Dec",82.5,"Q12",2010,"Dec",0,2011
"Q13",2010,"Dec",77.5,"Q13",2010,"Dec",0,2011
"Q14",2010,"Dec",90,"Q14",2010,"Dec",0,2011
"Q15",2010,"Dec",95,"Q15",2010,"Dec",0,2011
"Q19",2010,"Dec",107.5,"Q19",2010,"Dec",0,2011
"Q20",2010,"Dec",80,"Q20",2010,"Dec",0,2011
"Q21",2010,"Dec",90,"Q21",2010,"Dec",0,2011
"Q22",2010,"Dec",82.5,"Q22",2010,"Dec",0,2011
"Q23",2010,"Dec",70,"Q23",2010,"Dec",0,2011
"Q34",2010,"Dec",0,"Q34",2010,"Dec",0,2011
"Q7",2010,"Dec",100,"Q7",2010,"Dec",0,2011
"Q8",2010,"Dec",92.5,"Q8",2010,"Dec",0,2011
"Q9",2010,"Dec",85,"Q9",2010,"Dec",0,2011
"R10",2010,"Dec",85,"R10",2010,"Dec",0,2011
"R11",2010,"Dec",70,"R11",2010,"Dec",0,2011
"R12",2010,"Dec",60,"R12",2010,"Dec",0,2011
"R13",2010,"Dec",77.5,"R13",2010,"Dec",0,2011
"R14",2010,"Dec",95,"R14",2010,"Dec",0,2011
"R15",2010,"Dec",90,"R15",2010,"Dec",0,2011
"R16",2010,"Dec",82.5,"R16",2010,"Dec",0,2011
"R20",2010,"Dec",70,"R20",2010,"Dec",0,2011
"R22",2010,"Dec",70,"R22",2010,"Dec",0,2011
"R23",2010,"Dec",70,"R23",2010,"Dec",0,2011
"R34",2010,"Dec",0,"R34",2010,"Dec",0,2011
"R7",2010,"Dec",97.5,"R7",2010,"Dec",0,2011
"R8",2010,"Dec",102.5,"R8",2010,"Dec",0,2011
"R9",2010,"Dec",105,"R9",2010,"Dec",0,2011
