"coord","year","month","cm","coord","year","month","dump","season"
"N25",2003,"Feb",42.5,"N25",2003,"Feb",0,2003
"N26",2003,"Feb",47.5,"N26",2003,"Feb",0,2003
"N27",2003,"Feb",47.5,"N27",2003,"Feb",0,2003
"N28",2003,"Feb",42.5,"N28",2003,"Feb",0,2003
"N29",2003,"Feb",42.5,"N29",2003,"Feb",0,2003
"N3",2003,"Feb",62.5,"N3",2003,"Feb",0,2003
"N34",2003,"Feb",0,"N34",2003,"Feb",0,2003
"N8",2003,"Feb",62.5,"N8",2003,"Feb",0,2003
"N9",2003,"Feb",77.5,"N9",2003,"Feb",2,2003
"O10",2003,"Feb",62.5,"O10",2003,"Feb",0,2003
"O11",2003,"Feb",77.5,"O11",2003,"Feb",2,2003
"O12",2003,"Feb",82.5,"O12",2003,"Feb",2,2003
"O13",2003,"Feb",92.5,"O13",2003,"Feb",3,2003
"O14",2003,"Feb",77.5,"O14",2003,"Feb",2,2003
"O15",2003,"Feb",77.5,"O15",2003,"Feb",2,2003
"O16",2003,"Feb",77.5,"O16",2003,"Feb",2,2003
"O17",2003,"Feb",72.5,"O17",2003,"Feb",1,2003
"O19",2003,"Feb",75,"O19",2003,"Feb",1,2003
"O2",2003,"Feb",77.5,"O2",2003,"Feb",2,2003
"O20",2003,"Feb",67.5,"O20",2003,"Feb",1,2003
"O21",2003,"Feb",67.5,"O21",2003,"Feb",1,2003
"O22",2003,"Feb",45,"O22",2003,"Feb",0,2003
"O23",2003,"Feb",45,"O23",2003,"Feb",0,2003
"O24",2003,"Feb",37.5,"O24",2003,"Feb",0,2003
"O26",2003,"Feb",47.5,"O26",2003,"Feb",0,2003
"O27",2003,"Feb",47.5,"O27",2003,"Feb",0,2003
"O28",2003,"Feb",42.5,"O28",2003,"Feb",0,2003
"O29",2003,"Feb",42.5,"O29",2003,"Feb",0,2003
"O34",2003,"Feb",0,"O34",2003,"Feb",0,2003
"O8",2003,"Feb",62.5,"O8",2003,"Feb",0,2003
"O9",2003,"Feb",62.5,"O9",2003,"Feb",0,2003
"P10",2003,"Feb",62.5,"P10",2003,"Feb",0,2003
"P11",2003,"Feb",77.5,"P11",2003,"Feb",2,2003
"P12",2003,"Feb",62.5,"P12",2003,"Feb",0,2003
"P13",2003,"Feb",70,"P13",2003,"Feb",2,2003
"P14",2003,"Feb",75,"P14",2003,"Feb",2,2003
"P15",2003,"Feb",75,"P15",2003,"Feb",2,2003
"P16",2003,"Feb",60,"P16",2003,"Feb",1,2003
"P19",2003,"Feb",75,"P19",2003,"Feb",1,2003
"P20",2003,"Feb",67.5,"P20",2003,"Feb",1,2003
"P21",2003,"Feb",67.5,"P21",2003,"Feb",1,2003
"P22",2003,"Feb",45,"P22",2003,"Feb",0,2003
"P23",2003,"Feb",37.5,"P23",2003,"Feb",0,2003
"P24",2003,"Feb",37.5,"P24",2003,"Feb",0,2003
"P27",2003,"Feb",47.5,"P27",2003,"Feb",0,2003
"P34",2003,"Feb",0,"P34",2003,"Feb",0,2003
"P7",2003,"Feb",62.5,"P7",2003,"Feb",0,2003
"P8",2003,"Feb",62.5,"P8",2003,"Feb",0,2003
"P9",2003,"Feb",62.5,"P9",2003,"Feb",0,2003
"Q10",2003,"Feb",77.5,"Q10",2003,"Feb",2,2003
"Q11",2003,"Feb",77.5,"Q11",2003,"Feb",2,2003
"Q12",2003,"Feb",70,"Q12",2003,"Feb",2,2003
"Q13",2003,"Feb",75,"Q13",2003,"Feb",2,2003
"Q14",2003,"Feb",60,"Q14",2003,"Feb",1,2003
"Q15",2003,"Feb",55,"Q15",2003,"Feb",1,2003
"Q19",2003,"Feb",60,"Q19",2003,"Feb",1,2003
"Q20",2003,"Feb",67.5,"Q20",2003,"Feb",1,2003
"Q21",2003,"Feb",60,"Q21",2003,"Feb",1,2003
"Q22",2003,"Feb",45,"Q22",2003,"Feb",0,2003
"Q23",2003,"Feb",37.5,"Q23",2003,"Feb",0,2003
"Q34",2003,"Feb",0,"Q34",2003,"Feb",0,2003
"Q7",2003,"Feb",72.5,"Q7",2003,"Feb",2,2003
"Q8",2003,"Feb",77.5,"Q8",2003,"Feb",2,2003
"Q9",2003,"Feb",77.5,"Q9",2003,"Feb",2,2003
"R10",2003,"Feb",72.5,"R10",2003,"Feb",2,2003
"R11",2003,"Feb",70,"R11",2003,"Feb",2,2003
"R12",2003,"Feb",70,"R12",2003,"Feb",2,2003
"R13",2003,"Feb",60,"R13",2003,"Feb",1,2003
"R14",2003,"Feb",52.5,"R14",2003,"Feb",1,2003
"R15",2003,"Feb",47.5,"R15",2003,"Feb",1,2003
"R16",2003,"Feb",47.5,"R16",2003,"Feb",1,2003
"R20",2003,"Feb",72.5,"R20",2003,"Feb",1,2003
"R22",2003,"Feb",45,"R22",2003,"Feb",0,2003
"R23",2003,"Feb",37.5,"R23",2003,"Feb",0,2003
"R34",2003,"Feb",0,"R34",2003,"Feb",0,2003
"R7",2003,"Feb",72.5,"R7",2003,"Feb",2,2003
"R8",2003,"Feb",72.5,"R8",2003,"Feb",2,2003
"R9",2003,"Feb",72.5,"R9",2003,"Feb",2,2003
"S10",2003,"Feb",72.5,"S10",2003,"Feb",2,2003
"S11",2003,"Feb",65,"S11",2003,"Feb",2,2003
"S12",2003,"Feb",70,"S12",2003,"Feb",2,2003
"S13",2003,"Feb",60,"S13",2003,"Feb",1,2003
"S14",2003,"Feb",52.5,"S14",2003,"Feb",1,2003
"S15",2003,"Feb",47.5,"S15",2003,"Feb",1,2003
"S22",2003,"Feb",45,"S22",2003,"Feb",0,2003
"S34",2003,"Feb",0,"S34",2003,"Feb",0,2003
"S8",2003,"Feb",72.5,"S8",2003,"Feb",2,2003
"S9",2003,"Feb",72.5,"S9",2003,"Feb",2,2003
"T10",2003,"Feb",72.5,"T10",2003,"Feb",2,2003
"T11",2003,"Feb",65,"T11",2003,"Feb",2,2003
"T14",2003,"Feb",52.5,"T14",2003,"Feb",1,2003
"T34",2003,"Feb",0,"T34",2003,"Feb",0,2003
"T9",2003,"Feb",72.5,"T9",2003,"Feb",2,2003
"U34",2003,"Feb",0,"U34",2003,"Feb",0,2003
"V34",2003,"Feb",0,"V34",2003,"Feb",0,2003
"A34",2004,"Feb",0,"A34",2004,"Feb",0,2004
"B34",2004,"Feb",0,"B34",2004,"Feb",0,2004
"C34",2004,"Feb",0,"C34",2004,"Feb",0,2004
"D34",2004,"Feb",0,"D34",2004,"Feb",0,2004
"E10",2004,"Feb",25,"E10",2004,"Feb",0,2004
"E24",2004,"Feb",92.5,"E24",2004,"Feb",2,2004
"E25",2004,"Feb",100,"E25",2004,"Feb",2,2004
"E26",2004,"Feb",100,"E26",2004,"Feb",2,2004
"E34",2004,"Feb",0,"E34",2004,"Feb",0,2004
"E8",2004,"Feb",30,"E8",2004,"Feb",0,2004
"E9",2004,"Feb",25,"E9",2004,"Feb",0,2004
"F10",2004,"Feb",25,"F10",2004,"Feb",0,2004
"F11",2004,"Feb",25,"F11",2004,"Feb",0,2004
"F22",2004,"Feb",72.5,"F22",2004,"Feb",0,2004
"F23",2004,"Feb",77.5,"F23",2004,"Feb",0,2004
"F24",2004,"Feb",92.5,"F24",2004,"Feb",2,2004
"F25",2004,"Feb",100,"F25",2004,"Feb",2,2004
"F26",2004,"Feb",100,"F26",2004,"Feb",2,2004
"F34",2004,"Feb",0,"F34",2004,"Feb",0,2004
"F9",2004,"Feb",25,"F9",2004,"Feb",0,2004
"G10",2004,"Feb",25,"G10",2004,"Feb",0,2004
"G20",2004,"Feb",77.5,"G20",2004,"Feb",0,2004
"G21",2004,"Feb",72.5,"G21",2004,"Feb",0,2004
"G22",2004,"Feb",85,"G22",2004,"Feb",0,2004
"G23",2004,"Feb",92.5,"G23",2004,"Feb",2,2004
"G24",2004,"Feb",100,"G24",2004,"Feb",2,2004
"G25",2004,"Feb",100,"G25",2004,"Feb",2,2004
"G26",2004,"Feb",100,"G26",2004,"Feb",2,2004
"G34",2004,"Feb",0,"G34",2004,"Feb",0,2004
"G8",2004,"Feb",25,"G8",2004,"Feb",0,2004
"G9",2004,"Feb",30,"G9",2004,"Feb",0,2004
"H18",2004,"Feb",90,"H18",2004,"Feb",0,2004
"H19",2004,"Feb",90,"H19",2004,"Feb",0,2004
"H20",2004,"Feb",77.5,"H20",2004,"Feb",0,2004
"H21",2004,"Feb",80,"H21",2004,"Feb",0,2004
"H22",2004,"Feb",85,"H22",2004,"Feb",0,2004
"H23",2004,"Feb",100,"H23",2004,"Feb",2,2004
"H24",2004,"Feb",100,"H24",2004,"Feb",2,2004
"H25",2004,"Feb",100,"H25",2004,"Feb",2,2004
"H26",2004,"Feb",100,"H26",2004,"Feb",2,2004
"H34",2004,"Feb",0,"H34",2004,"Feb",0,2004
"H7",2004,"Feb",25,"H7",2004,"Feb",0,2004
"H8",2004,"Feb",25,"H8",2004,"Feb",0,2004
"H9",2004,"Feb",20,"H9",2004,"Feb",0,2004
"I15",2004,"Feb",50,"I15",2004,"Feb",0,2004
"I16",2004,"Feb",62.5,"I16",2004,"Feb",0,2004
"I17",2004,"Feb",70,"I17",2004,"Feb",0,2004
"I19",2004,"Feb",90,"I19",2004,"Feb",0,2004
"I20",2004,"Feb",97.5,"I20",2004,"Feb",0,2004
"I21",2004,"Feb",85,"I21",2004,"Feb",0,2004
"I22",2004,"Feb",100,"I22",2004,"Feb",2,2004
"I23",2004,"Feb",95,"I23",2004,"Feb",2,2004
"I24",2004,"Feb",95,"I24",2004,"Feb",2,2004
"I25",2004,"Feb",100,"I25",2004,"Feb",2,2004
"I26",2004,"Feb",100,"I26",2004,"Feb",2,2004
"I27",2004,"Feb",105,"I27",2004,"Feb",2,2004
"I28",2004,"Feb",105,"I28",2004,"Feb",2,2004
"I34",2004,"Feb",0,"I34",2004,"Feb",0,2004
"I6",2004,"Feb",35,"I6",2004,"Feb",0,2004
"I7",2004,"Feb",25,"I7",2004,"Feb",0,2004
"J13",2004,"Feb",45,"J13",2004,"Feb",0,2004
"J14",2004,"Feb",45,"J14",2004,"Feb",0,2004
"J15",2004,"Feb",50,"J15",2004,"Feb",0,2004
"J16",2004,"Feb",57.5,"J16",2004,"Feb",0,2004
"J17",2004,"Feb",67.5,"J17",2004,"Feb",0,2004
"J18",2004,"Feb",82.5,"J18",2004,"Feb",0,2004
"J19",2004,"Feb",95,"J19",2004,"Feb",0,2004
"J20",2004,"Feb",102.5,"J20",2004,"Feb",0,2004
"J21",2004,"Feb",82.5,"J21",2004,"Feb",0,2004
"J22",2004,"Feb",77.5,"J22",2004,"Feb",0,2004
"J23",2004,"Feb",87.5,"J23",2004,"Feb",2,2004
"J24",2004,"Feb",80,"J24",2004,"Feb",2,2004
"J25",2004,"Feb",92.5,"J25",2004,"Feb",2,2004
"J26",2004,"Feb",87.5,"J26",2004,"Feb",2,2004
"J27",2004,"Feb",100,"J27",2004,"Feb",2,2004
"J28",2004,"Feb",100,"J28",2004,"Feb",2,2004
"J29",2004,"Feb",70,"J29",2004,"Feb",0,2004
"J32",2004,"Feb",67.5,"J32",2004,"Feb",0,2004
"J34",2004,"Feb",0,"J34",2004,"Feb",0,2004
"J5",2004,"Feb",35,"J5",2004,"Feb",0,2004
"J6",2004,"Feb",35,"J6",2004,"Feb",0,2004
"K11",2004,"Feb",50,"K11",2004,"Feb",0,2004
"K12",2004,"Feb",50,"K12",2004,"Feb",0,2004
"K13",2004,"Feb",50,"K13",2004,"Feb",0,2004
"K14",2004,"Feb",55,"K14",2004,"Feb",0,2004
"K15",2004,"Feb",55,"K15",2004,"Feb",0,2004
"K16",2004,"Feb",55,"K16",2004,"Feb",0,2004
"K17",2004,"Feb",55,"K17",2004,"Feb",0,2004
"K18",2004,"Feb",70,"K18",2004,"Feb",0,2004
"K19",2004,"Feb",67.5,"K19",2004,"Feb",0,2004
"K20",2004,"Feb",80,"K20",2004,"Feb",0,2004
"K21",2004,"Feb",80,"K21",2004,"Feb",0,2004
"K22",2004,"Feb",70,"K22",2004,"Feb",0,2004
"K23",2004,"Feb",70,"K23",2004,"Feb",0,2004
"K24",2004,"Feb",65,"K24",2004,"Feb",0,2004
"K25",2004,"Feb",60,"K25",2004,"Feb",0,2004
"K26",2004,"Feb",92.5,"K26",2004,"Feb",2,2004
"K27",2004,"Feb",92.5,"K27",2004,"Feb",2,2004
"K28",2004,"Feb",72.5,"K28",2004,"Feb",0,2004
"K29",2004,"Feb",70,"K29",2004,"Feb",0,2004
"K30",2004,"Feb",75,"K30",2004,"Feb",0,2004
"K31",2004,"Feb",62.5,"K31",2004,"Feb",0,2004
"K32",2004,"Feb",62.5,"K32",2004,"Feb",0,2004
"K34",2004,"Feb",0,"K34",2004,"Feb",0,2004
"K5",2004,"Feb",35,"K5",2004,"Feb",0,2004
"L10",2004,"Feb",57.5,"L10",2004,"Feb",0,2004
"L11",2004,"Feb",57.5,"L11",2004,"Feb",0,2004
"L12",2004,"Feb",50,"L12",2004,"Feb",0,2004
"L13",2004,"Feb",55,"L13",2004,"Feb",0,2004
"L14",2004,"Feb",55,"L14",2004,"Feb",0,2004
"L15",2004,"Feb",55,"L15",2004,"Feb",0,2004
"L16",2004,"Feb",55,"L16",2004,"Feb",0,2004
"L17",2004,"Feb",55,"L17",2004,"Feb",0,2004
"L18",2004,"Feb",67.5,"L18",2004,"Feb",0,2004
"L19",2004,"Feb",67.5,"L19",2004,"Feb",0,2004
"L20",2004,"Feb",67.5,"L20",2004,"Feb",0,2004
"L21",2004,"Feb",80,"L21",2004,"Feb",0,2004
"L22",2004,"Feb",70,"L22",2004,"Feb",0,2004
"L23",2004,"Feb",75,"L23",2004,"Feb",0,2004
"L24",2004,"Feb",80,"L24",2004,"Feb",0,2004
"L25",2004,"Feb",75,"L25",2004,"Feb",0,2004
"L26",2004,"Feb",77.5,"L26",2004,"Feb",0,2004
"L27",2004,"Feb",87.5,"L27",2004,"Feb",0,2004
"L28",2004,"Feb",80,"L28",2004,"Feb",0,2004
"L29",2004,"Feb",75,"L29",2004,"Feb",0,2004
"L30",2004,"Feb",67.5,"L30",2004,"Feb",0,2004
"L31",2004,"Feb",67.5,"L31",2004,"Feb",0,2004
"L32",2004,"Feb",50,"L32",2004,"Feb",0,2004
"L34",2004,"Feb",0,"L34",2004,"Feb",0,2004
"L4",2004,"Feb",35,"L4",2004,"Feb",0,2004
"L9",2004,"Feb",45,"L9",2004,"Feb",0,2004
"M10",2004,"Feb",57.5,"M10",2004,"Feb",0,2004
"M11",2004,"Feb",57.5,"M11",2004,"Feb",0,2004
"M12",2004,"Feb",50,"M12",2004,"Feb",0,2004
"M13",2004,"Feb",55,"M13",2004,"Feb",0,2004
"M14",2004,"Feb",62.5,"M14",2004,"Feb",0,2004
"M15",2004,"Feb",55,"M15",2004,"Feb",0,2004
"M16",2004,"Feb",60,"M16",2004,"Feb",0,2004
"M17",2004,"Feb",55,"M17",2004,"Feb",0,2004
"M18",2004,"Feb",72.5,"M18",2004,"Feb",0,2004
"M19",2004,"Feb",62.5,"M19",2004,"Feb",0,2004
"M20",2004,"Feb",67.5,"M20",2004,"Feb",0,2004
"M21",2004,"Feb",62.5,"M21",2004,"Feb",0,2004
"M22",2004,"Feb",62.5,"M22",2004,"Feb",0,2004
"M23",2004,"Feb",62.5,"M23",2004,"Feb",0,2004
"M24",2004,"Feb",67.5,"M24",2004,"Feb",0,2004
"M25",2004,"Feb",75,"M25",2004,"Feb",0,2004
"M26",2004,"Feb",80,"M26",2004,"Feb",0,2004
"M27",2004,"Feb",77.5,"M27",2004,"Feb",0,2004
"M28",2004,"Feb",72.5,"M28",2004,"Feb",0,2004
"M29",2004,"Feb",72.5,"M29",2004,"Feb",0,2004
"M3",2004,"Feb",42.5,"M3",2004,"Feb",0,2004
"M30",2004,"Feb",60,"M30",2004,"Feb",0,2004
"M32",2004,"Feb",45,"M32",2004,"Feb",0,2004
"M34",2004,"Feb",0,"M34",2004,"Feb",0,2004
"M8",2004,"Feb",47.5,"M8",2004,"Feb",0,2004
"M9",2004,"Feb",52.5,"M9",2004,"Feb",0,2004
"N10",2004,"Feb",52.5,"N10",2004,"Feb",0,2004
"N11",2004,"Feb",57.5,"N11",2004,"Feb",0,2004
"N12",2004,"Feb",52.5,"N12",2004,"Feb",0,2004
"N13",2004,"Feb",62.5,"N13",2004,"Feb",0,2004
"N14",2004,"Feb",57.5,"N14",2004,"Feb",0,2004
"N15",2004,"Feb",60,"N15",2004,"Feb",0,2004
"N16",2004,"Feb",60,"N16",2004,"Feb",0,2004
"N17",2004,"Feb",67.5,"N17",2004,"Feb",0,2004
"N18",2004,"Feb",75,"N18",2004,"Feb",0,2004
"N19",2004,"Feb",75,"N19",2004,"Feb",0,2004
"N2",2004,"Feb",35,"N2",2004,"Feb",0,2004
"N20",2004,"Feb",75,"N20",2004,"Feb",0,2004
"N21",2004,"Feb",75,"N21",2004,"Feb",0,2004
"N22",2004,"Feb",55,"N22",2004,"Feb",0,2004
"N23",2004,"Feb",55,"N23",2004,"Feb",0,2004
"N24",2004,"Feb",62.5,"N24",2004,"Feb",0,2004
"N25",2004,"Feb",67.5,"N25",2004,"Feb",0,2004
"N26",2004,"Feb",80,"N26",2004,"Feb",0,2004
"N27",2004,"Feb",77.5,"N27",2004,"Feb",0,2004
"N28",2004,"Feb",60,"N28",2004,"Feb",0,2004
"N29",2004,"Feb",55,"N29",2004,"Feb",0,2004
"N3",2004,"Feb",35,"N3",2004,"Feb",0,2004
"N34",2004,"Feb",0,"N34",2004,"Feb",0,2004
"N8",2004,"Feb",42.5,"N8",2004,"Feb",0,2004
"N9",2004,"Feb",42.5,"N9",2004,"Feb",0,2004
"O10",2004,"Feb",47.5,"O10",2004,"Feb",0,2004
"O11",2004,"Feb",52.5,"O11",2004,"Feb",0,2004
"O12",2004,"Feb",45,"O12",2004,"Feb",0,2004
"O13",2004,"Feb",57.5,"O13",2004,"Feb",0,2004
"O14",2004,"Feb",60,"O14",2004,"Feb",0,2004
"O15",2004,"Feb",60,"O15",2004,"Feb",0,2004
"O16",2004,"Feb",67.5,"O16",2004,"Feb",0,2004
"O17",2004,"Feb",62.5,"O17",2004,"Feb",0,2004
"O19",2004,"Feb",82.5,"O19",2004,"Feb",2,2004
"O2",2004,"Feb",35,"O2",2004,"Feb",0,2004
"O20",2004,"Feb",67.5,"O20",2004,"Feb",0,2004
"O21",2004,"Feb",67.5,"O21",2004,"Feb",0,2004
"O22",2004,"Feb",62.5,"O22",2004,"Feb",0,2004
"O23",2004,"Feb",55,"O23",2004,"Feb",0,2004
"O24",2004,"Feb",62.5,"O24",2004,"Feb",0,2004
"O26",2004,"Feb",60,"O26",2004,"Feb",0,2004
"O27",2004,"Feb",60,"O27",2004,"Feb",0,2004
"O28",2004,"Feb",60,"O28",2004,"Feb",0,2004
"O29",2004,"Feb",60,"O29",2004,"Feb",0,2004
"O34",2004,"Feb",0,"O34",2004,"Feb",0,2004
"O8",2004,"Feb",35,"O8",2004,"Feb",0,2004
"O9",2004,"Feb",42.5,"O9",2004,"Feb",0,2004
"P10",2004,"Feb",42.5,"P10",2004,"Feb",0,2004
"P11",2004,"Feb",42.5,"P11",2004,"Feb",0,2004
"P12",2004,"Feb",35,"P12",2004,"Feb",0,2004
"P13",2004,"Feb",55,"P13",2004,"Feb",0,2004
"P14",2004,"Feb",55,"P14",2004,"Feb",0,2004
"P15",2004,"Feb",62.5,"P15",2004,"Feb",0,2004
"P16",2004,"Feb",57.5,"P16",2004,"Feb",0,2004
"P19",2004,"Feb",77.5,"P19",2004,"Feb",2,2004
"P20",2004,"Feb",62.5,"P20",2004,"Feb",0,2004
"P21",2004,"Feb",62.5,"P21",2004,"Feb",0,2004
"P22",2004,"Feb",62.5,"P22",2004,"Feb",0,2004
"P23",2004,"Feb",57.5,"P23",2004,"Feb",0,2004
"P24",2004,"Feb",50,"P24",2004,"Feb",0,2004
"P27",2004,"Feb",60,"P27",2004,"Feb",0,2004
"P34",2004,"Feb",0,"P34",2004,"Feb",0,2004
"P7",2004,"Feb",42.5,"P7",2004,"Feb",0,2004
"P8",2004,"Feb",42.5,"P8",2004,"Feb",0,2004
"P9",2004,"Feb",42.5,"P9",2004,"Feb",0,2004
"Q10",2004,"Feb",42.5,"Q10",2004,"Feb",0,2004
"Q11",2004,"Feb",35,"Q11",2004,"Feb",0,2004
"Q12",2004,"Feb",45,"Q12",2004,"Feb",0,2004
"Q13",2004,"Feb",50,"Q13",2004,"Feb",0,2004
"Q14",2004,"Feb",50,"Q14",2004,"Feb",0,2004
"Q15",2004,"Feb",62.5,"Q15",2004,"Feb",0,2004
"Q19",2004,"Feb",85,"Q19",2004,"Feb",2,2004
"Q20",2004,"Feb",62.5,"Q20",2004,"Feb",0,2004
"Q21",2004,"Feb",62.5,"Q21",2004,"Feb",0,2004
"Q22",2004,"Feb",62.5,"Q22",2004,"Feb",0,2004
"Q23",2004,"Feb",57.5,"Q23",2004,"Feb",0,2004
"Q34",2004,"Feb",0,"Q34",2004,"Feb",0,2004
"Q7",2004,"Feb",42.5,"Q7",2004,"Feb",0,2004
"Q8",2004,"Feb",42.5,"Q8",2004,"Feb",0,2004
"Q9",2004,"Feb",42.5,"Q9",2004,"Feb",0,2004
"R10",2004,"Feb",47.5,"R10",2004,"Feb",0,2004
"R11",2004,"Feb",45,"R11",2004,"Feb",0,2004
"R12",2004,"Feb",45,"R12",2004,"Feb",0,2004
"R13",2004,"Feb",50,"R13",2004,"Feb",0,2004
"R14",2004,"Feb",50,"R14",2004,"Feb",0,2004
"R15",2004,"Feb",57.5,"R15",2004,"Feb",0,2004
"R16",2004,"Feb",57.5,"R16",2004,"Feb",0,2004
"R20",2004,"Feb",77.5,"R20",2004,"Feb",2,2004
"R22",2004,"Feb",62.5,"R22",2004,"Feb",0,2004
"R23",2004,"Feb",57.5,"R23",2004,"Feb",0,2004
"R34",2004,"Feb",0,"R34",2004,"Feb",0,2004
"R7",2004,"Feb",42.5,"R7",2004,"Feb",0,2004
"R8",2004,"Feb",35,"R8",2004,"Feb",0,2004
"R9",2004,"Feb",47.5,"R9",2004,"Feb",0,2004
"S10",2004,"Feb",47.5,"S10",2004,"Feb",0,2004
"S11",2004,"Feb",52.5,"S11",2004,"Feb",0,2004
"S12",2004,"Feb",50,"S12",2004,"Feb",0,2004
"S13",2004,"Feb",50,"S13",2004,"Feb",0,2004
"S14",2004,"Feb",50,"S14",2004,"Feb",0,2004
"S15",2004,"Feb",50,"S15",2004,"Feb",0,2004
"S22",2004,"Feb",62.5,"S22",2004,"Feb",0,2004
"S34",2004,"Feb",0,"S34",2004,"Feb",0,2004
"S8",2004,"Feb",35,"S8",2004,"Feb",0,2004
"S9",2004,"Feb",47.5,"S9",2004,"Feb",0,2004
"T10",2004,"Feb",52.5,"T10",2004,"Feb",0,2004
"T11",2004,"Feb",52.5,"T11",2004,"Feb",0,2004
"T14",2004,"Feb",50,"T14",2004,"Feb",0,2004
"T34",2004,"Feb",0,"T34",2004,"Feb",0,2004
"T9",2004,"Feb",47.5,"T9",2004,"Feb",0,2004
"U34",2004,"Feb",0,"U34",2004,"Feb",0,2004
"V34",2004,"Feb",0,"V34",2004,"Feb",0,2004
"A34",2005,"Feb",0,"A34",2005,"Feb",0,2005
"B34",2005,"Feb",0,"B34",2005,"Feb",0,2005
"C34",2005,"Feb",0,"C34",2005,"Feb",0,2005
"D34",2005,"Feb",0,"D34",2005,"Feb",0,2005
"E10",2005,"Feb",55,"E10",2005,"Feb",0,2005
"E24",2005,"Feb",135,"E24",2005,"Feb",2,2005
"E25",2005,"Feb",127.5,"E25",2005,"Feb",0,2005
"E26",2005,"Feb",127.5,"E26",2005,"Feb",0,2005
"E34",2005,"Feb",0,"E34",2005,"Feb",0,2005
"E8",2005,"Feb",60,"E8",2005,"Feb",0,2005
"E9",2005,"Feb",60,"E9",2005,"Feb",0,2005
"F10",2005,"Feb",55,"F10",2005,"Feb",0,2005
"F11",2005,"Feb",55,"F11",2005,"Feb",0,2005
"F22",2005,"Feb",115,"F22",2005,"Feb",0,2005
"F23",2005,"Feb",132.5,"F23",2005,"Feb",2,2005
"F24",2005,"Feb",155,"F24",2005,"Feb",3,2005
"F25",2005,"Feb",162.5,"F25",2005,"Feb",3,2005
"F26",2005,"Feb",140,"F26",2005,"Feb",0,2005
"F34",2005,"Feb",0,"F34",2005,"Feb",0,2005
"F9",2005,"Feb",55,"F9",2005,"Feb",0,2005
"G10",2005,"Feb",50,"G10",2005,"Feb",0,2005
"G20",2005,"Feb",122.5,"G20",2005,"Feb",2,2005
"G21",2005,"Feb",160,"G21",2005,"Feb",3,2005
"G22",2005,"Feb",160,"G22",2005,"Feb",3,2005
"G23",2005,"Feb",145,"G23",2005,"Feb",2,2005
"G24",2005,"Feb",155,"G24",2005,"Feb",2,2005
"G25",2005,"Feb",147.5,"G25",2005,"Feb",2,2005
"G26",2005,"Feb",140,"G26",2005,"Feb",0,2005
"G34",2005,"Feb",0,"G34",2005,"Feb",0,2005
"G8",2005,"Feb",67.5,"G8",2005,"Feb",0,2005
"G9",2005,"Feb",60,"G9",2005,"Feb",0,2005
"H18",2005,"Feb",107.5,"H18",2005,"Feb",0,2005
"H19",2005,"Feb",135,"H19",2005,"Feb",2,2005
"H20",2005,"Feb",137.5,"H20",2005,"Feb",2,2005
"H21",2005,"Feb",152.5,"H21",2005,"Feb",3,2005
"H22",2005,"Feb",145,"H22",2005,"Feb",2,2005
"H23",2005,"Feb",147.5,"H23",2005,"Feb",2,2005
"H24",2005,"Feb",140,"H24",2005,"Feb",2,2005
"H25",2005,"Feb",155,"H25",2005,"Feb",2,2005
"H26",2005,"Feb",145,"H26",2005,"Feb",0,2005
"H34",2005,"Feb",0,"H34",2005,"Feb",0,2005
"H7",2005,"Feb",97.5,"H7",2005,"Feb",0,2005
"H8",2005,"Feb",80,"H8",2005,"Feb",0,2005
"H9",2005,"Feb",67.5,"H9",2005,"Feb",0,2005
"I15",2005,"Feb",82.5,"I15",2005,"Feb",0,2005
"I16",2005,"Feb",87.5,"I16",2005,"Feb",0,2005
"I17",2005,"Feb",87.5,"I17",2005,"Feb",0,2005
"I19",2005,"Feb",155,"I19",2005,"Feb",3,2005
"I20",2005,"Feb",170,"I20",2005,"Feb",3,2005
"I21",2005,"Feb",135,"I21",2005,"Feb",2,2005
"I22",2005,"Feb",135,"I22",2005,"Feb",2,2005
"I23",2005,"Feb",140,"I23",2005,"Feb",2,2005
"I24",2005,"Feb",135,"I24",2005,"Feb",2,2005
"I25",2005,"Feb",137.5,"I25",2005,"Feb",0,2005
"I26",2005,"Feb",130,"I26",2005,"Feb",0,2005
"I27",2005,"Feb",130,"I27",2005,"Feb",0,2005
"I28",2005,"Feb",117.5,"I28",2005,"Feb",0,2005
"I34",2005,"Feb",0,"I34",2005,"Feb",0,2005
"I6",2005,"Feb",92.5,"I6",2005,"Feb",0,2005
"I7",2005,"Feb",92.5,"I7",2005,"Feb",0,2005
"J13",2005,"Feb",92.5,"J13",2005,"Feb",0,2005
"J14",2005,"Feb",87.5,"J14",2005,"Feb",0,2005
"J15",2005,"Feb",87.5,"J15",2005,"Feb",0,2005
"J16",2005,"Feb",102.5,"J16",2005,"Feb",0,2005
"J17",2005,"Feb",102.5,"J17",2005,"Feb",0,2005
"J18",2005,"Feb",115,"J18",2005,"Feb",0,2005
"J19",2005,"Feb",120,"J19",2005,"Feb",0,2005
"J20",2005,"Feb",125,"J20",2005,"Feb",0,2005
"J21",2005,"Feb",132.5,"J21",2005,"Feb",2,2005
"J22",2005,"Feb",115,"J22",2005,"Feb",2,2005
"J23",2005,"Feb",115,"J23",2005,"Feb",2,2005
"J24",2005,"Feb",110,"J24",2005,"Feb",0,2005
"J25",2005,"Feb",102.5,"J25",2005,"Feb",0,2005
